 #  energy  xx  yy  zz  sp  sm
         3.1490         0.0733         0.1300         0.0016         0.0178         0.1855
         3.1493         0.0257         0.1069         0.0004         0.0227         0.1100
         3.1496         0.0748         0.1271         0.0004         0.1711         0.0308
         3.1497         0.0085         0.0219         0.0008         0.0251         0.0053
         3.1501         0.4324         0.7422         0.0026         0.7894         0.3852
         3.1501         0.0636         0.0684         0.0025         0.1116         0.0205
         3.1501         0.0475         0.0055         0.0021         0.0270         0.0261
         3.1501         0.0355         0.0100         0.0027         0.0407         0.0048
         3.1502         0.1392         0.0829         0.0012         0.2183         0.0038
         3.1502         0.0249         0.1163         0.0014         0.0526         0.0887
         3.1504         0.5032         0.9589         0.0001         0.5419         0.9202
         3.1505         0.0443         0.0461         0.0030         0.0881         0.0023
         3.1505         0.0338         0.0510         0.0018         0.0060         0.0788
         3.1506         0.3355         0.5930         0.0023         0.6371         0.2914
         3.1509         0.3922         0.9991         0.0004         0.6968         0.6946
         3.1510         0.0787         0.0918         0.0025         0.1702         0.0003
         3.1514         0.0652         0.0988         0.0005         0.0369         0.1271
         3.1516         0.0393         0.0767         0.0012         0.0512         0.0648
         3.1516         0.0140         0.0765         0.0005         0.0323         0.0583
         3.1518         0.0264         0.0851         0.0014         0.1020         0.0095
         3.1519         0.0203         0.0298         0.0013         0.0064         0.0437
         3.1521         0.3214         0.9088         0.0032         0.6977         0.5325
         3.1523         0.0176         0.0677         0.0003         0.0322         0.0531
         3.1525         0.0169         0.0643         0.0030         0.0249         0.0563
         3.1526         0.0064         0.0189         0.0004         0.0017         0.0236
         3.1526         0.0458         0.0392         0.0014         0.0010         0.0840
         3.1526         0.0380         0.0664         0.0008         0.0021         0.1023
         3.1527         0.0472         0.1371         0.0023         0.0358         0.1485
         3.1530         0.1089         0.0928         0.0002         0.0352         0.1666
         3.1530         0.0514         0.0230         0.0011         0.0401         0.0343
         3.1534         0.0401         0.0178         0.0022         0.0260         0.0319
         3.1535         0.0985         0.0978         0.0015         0.1935         0.0028
         3.1536         0.0391         0.0296         0.0005         0.0063         0.0625
         3.1537         0.0725         0.0666         0.0005         0.1380         0.0011
         3.1537         0.0712         0.0186         0.0011         0.0604         0.0293
         3.1537         0.0378         0.0748         0.0002         0.0084         0.1042
         3.1540         0.0200         0.1063         0.0019         0.0657         0.0607
         3.1541         0.0530         0.0436         0.0001         0.0281         0.0684
         3.1543         0.0631         0.0577         0.0011         0.1189         0.0019
         3.1545         0.1006         0.1125         0.0002         0.1803         0.0328
         3.1549         0.0662         0.0206         0.0004         0.0227         0.0641
         3.1552         0.0048         0.1026         0.0027         0.0617         0.0456
         3.1553         0.0370         0.1630         0.0037         0.0418         0.1582
         3.1554         0.0220         0.0728         0.0004         0.0407         0.0541
         3.1557         0.0309         0.0906         0.0004         0.0795         0.0420
